start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,consent,student,college_year,college_type,residence_current,resdence_other,reside_famliy,reside_friends,reside_so,reside_alone,reside_other,reside_text,relocate_covid,days_disrupt,relocate_problem,reloacte_help,sleep_covid,sleep_fall,sleep_stay,sleep_fatigued,sleep_nightmares,fatigue_decide,concentrate,optimistic,resilient,resilient_covid,relationships,humor,humor_help,friends,friends_help,faith,faith_help,self_care,motivation,self_esteem,energy,happiness,hopeful,life_sat,homework,forgetting,talk_covid,avoid_covid,spaced,sadness,lashed_out,people_talk,talk_helps,talk_dont,accept_changes,worried,support_peers,support_family,support_extend,support_staff,support_faculty,support_admin,reduced_contact,family_isolate,financial_trouble,family_essential,school_safe,negative_home,positive_home,negative_campus,positive_campus,coerce,threaten,safe_place,family_track,alcohol,marijuana,tobacco,drugs,other,other_text,pre_unsafe_home,pre_unsafe_community,pre_community_violence,pre_discrimination,break_in,post_unsafe_home,post_unsafe_community,post_community_violence,post_discrimination,post_none,post_increase,post_fear,cv_decision,ace_swear,swear_cope,ace_fear,fear_cope,ace_special,special_cope,ace_food,food_cope,ace_divorce,divorce_cope,ace_alcohol,alcohol_cope,ace_depressed,depressed_cope,ptsd,ptsd_time,ptsd_symptoms,ptsd_illness,ptsd_increase,post_intrusive,post_dreams,post_recurring,post_exposure,post_reactivity,post_thoughts,post_places,post_recall,post_interest,post_detach,post_affect,post_future,post_sleep,post_anger,post_concentrate,post_vigilance,post_startle,post_impair,ptsd_decrease,post_intrusive_d,post_dreams_d,post_recurring_d,post_exposure_d,post_reactivity_d,post_thoughts_d,post_places_d,post_recall_d,post_interest_d,post_detach_d,post_affect_d,post_future_d,post_sleep_d,post_anger_d,post_concentrate_d,post_vigilance_d,post_startle_d,post_impair_d,mental_illness,treatment,dependent,work,income_housing,unemployed,care_others,vulnerable,dependent_food,parent_unemployed,financial_worry,job_loss,rent,apply_unemployment,worry_school,no_worry,indepedent,personal_income,family_income,fin_aid,amount,age,gender,gender_other,ethnicity_white,ethnicity_black,ethnicity_native,ethnicity_asian,ethnicity_latinx,ethnicity_middle_east,ethnicity_hawaiian,ethnicity_other,ethnicity_text,parent_school,parent_job
2020-04-14T11:33:27Z,2020-04-14T11:43:30Z,0,100,602,1,2020-04-14T11:43:30Z,R_x4JiEZq7c0pnL9L,anonymous,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,3,2,2,2,4,1,4,8,1,2,12,4,4,4,3,1,5,4,5,2,NA,4,2,3,3,3,3,3,2,2,1,3,2,3,2,2,2,5,3,NA,5,4,4,3,3,1,1,27,1,21,4,1,4,1,1,2,3,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,1,4,1,2,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,3,2,NA,NA,3,3,NA,NA,NA,1,NA,2,NA,5,2,NA,NA,1,,1,NA,NA,NA,NA,NA,NA,NA,,6,6
2020-04-14T11:25:28Z,2020-04-14T11:45:04Z,0,100,1176,1,2020-04-14T11:45:04Z,R_2WTIk4EbrU89H6j,anonymous,EN,1,1,3,4,3,,NA,NA,1,NA,NA,,1,NA,NA,NA,4,2,4,9,1,2,17,4,4,4,3,1,4,4,3,2,NA,2,2,3,3,4,4,4,1,2,3,4,2,2,2,1,1,5,2,2,5,3,2,1,3,1,2,28,6,22,5,4,3,1,1,2,4,1,2,1,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,2,5,1,3,1,3,2,NA,2,NA,1,1,2,NA,1,2,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,1,2,NA,NA,4,3,NA,NA,NA,NA,1,1,1,NA,1,3,44,8,,1,NA,NA,NA,NA,NA,NA,NA,,3,1
2020-04-14T11:40:53Z,2020-04-14T11:55:06Z,0,100,853,1,2020-04-14T11:55:06Z,R_O1iK4sJ1wdftnG1,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,4,5,2,1,4,1,1,7,2,2,16,5,5,5,4,2,NA,4,3,2,NA,2,3,4,4,3,4,3,3,3,4,4,3,3,4,2,3,4,2,2,4,5,5,3,2,3,1,28,1,21,3,1,5,1,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,3,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-14T11:49:54Z,2020-04-14T12:01:26Z,0,100,691,1,2020-04-14T12:01:26Z,R_33DANipiZEJ3kBy,anonymous,EN,1,1,2,3,1,,1,NA,NA,NA,NA,,4,8,2,1,5,2,2,7,2,2,16,5,5,5,4,1,4,4,5,2,NA,3,2,4,4,4,4,4,2,2,5,2,2,5,5,1,4,2,1,1,5,5,2,3,5,2,1,28,1,21,5,3,3,3,3,2,4,1,2,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,3,1,3,2,NA,2,NA,2,NA,2,NA,1,2,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,3,2,NA,NA,3,4,NA,NA,NA,1,NA,2,NA,5,1,1,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-14T12:11:28Z,2020-04-14T12:18:53Z,0,100,445,1,2020-04-14T12:18:54Z,R_2wH89pRapnh9Tk8,anonymous,EN,1,1,3,4,3,,NA,1,NA,NA,NA,,1,NA,NA,NA,3,2,1,7,2,2,16,4,4,4,4,1,3,4,4,2,NA,3,3,3,4,4,4,4,2,NA,4,3,2,2,3,1,2,5,2,1,5,5,3,3,3,2,1,27,1,22,3,2,4,1,5,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,1,2,NA,NA,3,4,NA,NA,NA,NA,1,2,NA,5,2,NA,44,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-14T12:08:43Z,2020-04-14T12:19:22Z,0,100,638,1,2020-04-14T12:19:22Z,R_A57XEdQmXE7ZbVL,anonymous,EN,1,1,3,3,5,,NA,NA,1,NA,NA,,3,1,NA,NA,4,2,3,7,2,4,12,3,4,4,3,1,4,4,5,2,NA,2,3,1,4,3,2,2,3,2,2,3,2,3,4,2,2,4,3,4,5,4,3,1,3,1,4,28,1,22,3,1,4,1,3,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,3,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,43,1,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-14T12:13:05Z,2020-04-14T12:20:18Z,0,100,432,1,2020-04-14T12:20:18Z,R_1gb8tsXgo86HhY0,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,1,Siblings,4,4,2,1,2,4,4,10,1,2,16,4,4,4,4,1,5,4,5,2,NA,4,3,3,2,4,3,4,2,3,1,2,2,2,4,1,2,5,2,2,4,5,4,3,3,3,2,28,6,21,4,1,4,1,3,1,4,1,2,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,3,2,NA,NA,2,3,NA,NA,NA,NA,1,2,NA,4,2,NA,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-14T12:15:01Z,2020-04-14T12:28:26Z,0,100,804,1,2020-04-14T12:28:26Z,R_3hu6qohOIdo3HuR,anonymous,EN,1,1,2,3,1,,1,NA,NA,NA,NA,,3,5,2,3,5,2,2,7,2,3,15,2,2,4,3,1,5,4,5,2,NA,3,3,3,2,3,2,2,2,4,1,2,2,4,5,1,2,4,2,2,4,3,1,3,3,2,4,27,1,21,2,2,3,1,1,2,2,2,2,NA,NA,NA,NA,NA,,1,NA,NA,NA,NA,1,NA,NA,NA,1,3,4,5,1,3,1,3,1,3,2,NA,1,2,2,NA,1,3,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,3,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,43,7,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-14T12:17:40Z,2020-04-14T12:30:13Z,0,100,752,1,2020-04-14T12:30:13Z,R_2B5JQbXZxVJm1cE,anonymous,EN,1,1,3,4,1,,1,NA,NA,NA,NA,,3,3,2,2,2,3,5,8,2,2,17,5,5,5,4,1,5,4,4,1,3,3,4,3,3,3,3,4,1,2,2,4,3,3,4,2,2,4,3,4,5,5,3,3,3,3,1,27,1,21,3,1,3,1,1,1,4,1,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,3,1,2,3,2,3,NA,1,NA,NA,NA,2,NA,5,2,NA,43,1,,1,NA,NA,NA,NA,NA,NA,NA,,2,1
2020-04-14T12:15:54Z,2020-04-14T12:33:13Z,0,100,1038,1,2020-04-14T12:33:13Z,R_V2255k29hV902xX,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,2,3,2,3,2,2,1,7,2,4,15,5,5,4,4,1,4,4,4,2,NA,3,4,5,3,4,5,5,2,3,4,4,2,5,5,2,2,5,1,4,4,3,1,2,4,4,1,27,6,21,3,1,1,1,1,2,6,1,2,NA,NA,NA,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,3,2,NA,NA,1,5,NA,NA,NA,1,NA,2,NA,2,1,1,42,1,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-14T12:27:22Z,2020-04-14T12:34:19Z,0,100,416,1,2020-04-14T12:34:19Z,R_AmwgyMoCwV97L21,anonymous,EN,1,1,3,4,3,,NA,NA,1,NA,NA,,2,1,NA,NA,2,2,2,7,1,2,17,4,4,4,4,2,NA,4,4,2,NA,5,2,4,3,3,3,3,2,4,2,4,2,1,5,1,1,5,2,2,5,5,3,3,3,3,3,27,1,22,3,3,3,3,3,2,4,1,2,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,3,3,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-14T12:26:53Z,2020-04-14T12:39:36Z,0,100,763,1,2020-04-14T12:39:36Z,R_1dAH1L4GR2xu5Ay,anonymous,EN,1,1,6,3,1,,1,NA,NA,NA,NA,,3,2,2,2,4,4,4,9,2,4,17,4,4,5,4,1,4,4,5,2,NA,3,1,3,1,1,1,2,1,2,2,2,1,2,4,2,4,5,4,3,3,5,4,1,3,1,1,27,6,21,4,4,2,4,3,1,4,1,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,1,2,NA,NA,3,1,NA,NA,NA,1,NA,2,NA,5,2,NA,47,1,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
